,Pressure_Sensor_1,Pressure_Sensor_2,Pressure_Sensor_3,Flow_Rate_1,Flow_Rate_2,Flow_Rate_3,Pipe_Diameter,Leak_Label
20-04-2022 19:00,48.83833869,47.93792971,56.96082374,191.3836363,145.0178588,132.277821,12,1
20-04-2022 20:00,44.95702415,45.15458838,45.11396361,129.1705015,192.1858707,199.232301,8,0
20-04-2022 21:00,50.53290217,51.13323386,55.12350541,114.542935,134.3251378,113.8725268,12,0
20-04-2022 22:00,47.72198591,53.92761417,48.94031273,178.8964336,152.2166431,182.5140307,8,0
20-04-2022 23:00,50.64199705,53.43154466,52.36747807,181.265814,159.0026648,195.2242298,8,0
21-04-2022 00:00,58.24903835,46.72048756,40.79320743,112.0600398,192.8786437,137.8316701,8,0
21-04-2022 01:00,56.99140202,56.73219372,58.75000054,124.6056254,121.0403984,148.6518022,12,0
21-04-2022 02:00,54.25246666,54.89946434,46.88911507,156.8346153,116.3714073,141.770472,10,0
21-04-2022 03:00,42.79370459,45.17667857,48.43643949,111.8171519,150.8500361,144.080756,8,0
21-04-2022 04:00,48.22402158,59.28517431,49.45347294,102.5593221,137.816735,165.9511489,8,0
21-04-2022 05:00,52.50667261,58.05244756,44.62689767,102.6566794,100.8610474,178.8453268,8,0
21-04-2022 06:00,52.80120037,43.47709581,46.62915296,128.605263,124.3041866,190.3713748,8,0
21-04-2022 07:00,40.37323644,42.85128418,56.59005933,197.2847817,101.8507936,112.1098339,8,1
21-04-2022 08:00,48.96321103,58.42463885,44.72109666,110.4276456,109.3861097,159.1614081,10,0
21-04-2022 09:00,59.2140304,57.44848072,59.736368,125.2312383,184.3950237,103.5721416,12,0
21-04-2022 10:00,56.43328707,47.00318251,56.59669797,142.6873229,104.5728628,179.2353339,10,0
21-04-2022 11:00,46.02381785,49.54797386,48.52354318,156.5616938,159.968034,101.0442078,12,0
21-04-2022 12:00,45.00894654,55.90420261,43.00992146,113.8810696,168.8198709,151.9703506,10,0
21-04-2022 13:00,44.14249507,48.44424311,45.7329274,187.6160895,182.5688066,182.086206,12,0
21-04-2022 14:00,44.65768517,47.64476171,43.52927477,169.5615588,124.410665,112.8987319,8,0
21-04-2022 15:00,53.68351419,54.77882385,51.50141072,177.6395426,167.6885603,177.1696409,10,0
21-04-2022 16:00,58.73842444,52.72770074,52.81749053,137.1398693,161.2111655,142.6484308,8,1
21-04-2022 17:00,59.47036467,58.15522992,53.44895316,159.2610295,198.6562943,186.5221094,8,0
21-04-2022 18:00,52.95419458,43.05542711,44.34309736,174.1920883,164.1465539,128.107534,12,0
21-04-2022 19:00,54.482884,54.80330869,42.11537655,170.7319143,133.5255128,123.5123453,8,0
21-04-2022 20:00,52.64091089,48.85313225,59.50163791,120.9162627,108.1675952,108.9681559,8,0
21-04-2022 21:00,51.46944629,48.15132054,59.91909374,164.3234779,101.8532394,161.9707408,12,0
21-04-2022 22:00,54.16005347,42.89461309,45.06066945,109.4605915,115.224588,177.9828224,12,1
21-04-2022 23:00,54.25193145,56.33337463,43.8114954,191.366372,169.4209391,113.7452708,12,0
22-04-2022 00:00,49.38571172,47.94007646,57.53209298,154.4109588,119.3729883,100.7260013,10,0
22-04-2022 01:00,48.51827574,56.90588195,57.50810917,153.1993913,192.8403588,134.0959182,12,0
22-04-2022 02:00,53.48558389,50.70445466,56.44369059,128.3856861,148.0429692,160.7602281,10,0
22-04-2022 03:00,43.94161521,54.00050281,46.08901894,152.74158,113.7720191,139.3941748,12,0
22-04-2022 04:00,54.28138314,47.40163103,55.7496545,127.5042882,138.9914577,111.9380418,8,0
22-04-2022 05:00,48.50909346,42.47948903,59.91328202,174.0992166,182.2757739,115.947032,12,0
22-04-2022 06:00,53.0215809,53.40981245,47.36874016,180.1034726,145.5625239,154.4637628,10,0
22-04-2022 07:00,54.88836835,47.51517024,55.41546519,169.5141496,199.226075,113.1003466,12,1
22-04-2022 08:00,58.49489722,42.5012632,43.01726349,186.2069413,193.2384256,106.229674,12,0
22-04-2022 09:00,44.84128392,46.62762155,48.73937727,137.8701162,164.0988183,170.3876365,10,0
22-04-2022 10:00,43.8059036,43.29683936,54.60457549,132.0098162,180.316762,165.4507258,12,0
22-04-2022 11:00,58.10701013,52.53907487,43.45736407,192.8590748,177.4256346,123.2864366,12,0
22-04-2022 12:00,41.35874114,49.2715375,43.43538189,147.6019133,143.5161036,174.4673316,12,0
22-04-2022 13:00,52.07614619,46.9746917,58.61337253,185.8832257,101.4621645,141.4919843,12,0
22-04-2022 14:00,49.26147577,41.26442461,53.55804423,105.8510493,179.7857906,161.9691888,12,0
22-04-2022 15:00,47.70043,42.74210849,58.57181159,184.7615827,187.3049269,138.6657094,10,0
22-04-2022 16:00,54.03431112,55.45160195,56.08051594,126.2101183,107.7780555,146.7657631,12,0
22-04-2022 17:00,46.37569466,47.66379414,55.40336415,175.2026905,191.6839698,112.7310135,10,0
22-04-2022 18:00,49.7893664,51.7708149,50.38277098,188.4952114,166.1766065,105.9419551,8,0
22-04-2022 19:00,53.80248487,40.50309447,50.41925897,141.1395519,128.6808307,144.2607128,8,0
22-04-2022 20:00,57.64293494,55.9968676,59.1155649,112.2455933,140.2339555,142.3553368,12,0
22-04-2022 21:00,57.84454758,46.51045947,55.07667139,109.6539032,128.4033036,133.2238865,10,0
22-04-2022 22:00,44.96503748,41.93475848,51.27797,158.681527,112.0776218,124.9518278,10,0
22-04-2022 23:00,47.06942572,48.94940892,53.18917041,182.9439159,102.7877305,190.2867704,8,0
23-04-2022 00:00,43.56210875,49.14851079,48.28001898,179.8668004,149.4073008,118.0801202,12,0
23-04-2022 01:00,54.46089502,48.77174018,45.45028923,141.0506649,184.0451042,132.9608366,12,0
23-04-2022 02:00,48.93324703,58.64828191,49.19240457,178.066433,186.3081917,119.8299188,10,0
23-04-2022 03:00,56.76484382,58.23860299,42.72332582,133.4984915,198.9925616,121.0616212,12,0
23-04-2022 04:00,46.26398526,56.57622421,48.13933927,196.5059347,185.7994205,150.9842219,8,0
23-04-2022 05:00,40.63917654,55.10585949,52.47327376,199.4489943,120.1022487,192.5928325,12,0
23-04-2022 06:00,40.89124995,59.39756869,43.49985344,147.7545761,179.2601409,103.6535464,12,0
23-04-2022 07:00,41.55625962,46.67301006,45.49904726,179.6172733,102.415895,141.6116432,10,0
23-04-2022 08:00,48.3883122,48.26289234,54.0129662,146.20177,128.3197373,154.5416578,10,0
23-04-2022 09:00,42.33612316,43.98329069,45.01358424,174.3870259,126.2409924,105.353798,8,1
23-04-2022 10:00,53.3820886,52.94524505,49.36738509,161.6594187,193.5343338,177.1805637,12,1
23-04-2022 11:00,56.43091515,49.17883715,44.97393971,136.6676268,177.9436854,126.8186612,12,0
23-04-2022 12:00,48.87942075,52.33015559,41.2302955,152.2227277,120.4341968,121.1616742,8,0
23-04-2022 13:00,54.45264156,44.0354028,43.75540681,141.1705175,190.7950526,184.9378318,8,0
23-04-2022 14:00,53.72337662,57.72927904,52.88800762,190.0464409,182.937775,195.3149785,8,0
23-04-2022 15:00,40.35297183,50.37197346,54.74980194,156.7073511,114.1893024,109.1736125,10,0
23-04-2022 16:00,51.77191737,49.24129362,55.12827005,136.8325789,129.0716013,161.1466146,10,0
23-04-2022 17:00,47.72008598,57.79600626,51.52814069,156.1939006,186.2260968,150.2197815,10,0
23-04-2022 18:00,48.76972371,51.81712562,44.73162311,110.4798162,180.9794462,127.6208954,10,0
23-04-2022 19:00,57.48230898,41.44781762,45.4584661,129.3956556,123.1017099,188.7005134,12,0
23-04-2022 20:00,50.73969854,51.76296726,48.69956338,183.025129,179.1863286,190.831192,10,0
23-04-2022 21:00,42.49080867,50.30050212,57.48707288,133.2575604,162.9811675,104.3526419,12,0
23-04-2022 22:00,47.73128418,43.70895001,49.8684327,138.1988887,170.6675197,139.897629,10,0
23-04-2022 23:00,42.9508271,55.19126903,57.24762552,150.9025875,198.465474,196.8159383,8,0
24-04-2022 00:00,55.54662257,40.65861418,42.77868992,174.6653474,142.0499939,185.257403,10,1
24-04-2022 01:00,56.16611335,48.99978504,54.52457595,167.9289918,168.1917459,112.5616971,12,1
24-04-2022 02:00,55.15427052,43.3138958,40.3531046,115.5624162,181.0611153,189.2724616,10,0
24-04-2022 03:00,47.62429831,42.40408718,48.80988365,139.6155264,126.823754,123.0404199,8,1
24-04-2022 04:00,49.4952519,43.82357758,48.27312129,180.9470802,180.7223698,180.6920442,8,0
24-04-2022 05:00,42.09187383,44.66269591,59.94736655,150.57054,101.5564762,127.5723133,10,0
24-04-2022 06:00,44.36878075,41.04113215,41.34533837,149.9563213,101.8397733,136.8998136,8,1
24-04-2022 07:00,42.27336198,51.97708551,42.80444616,157.951139,167.6905764,155.2759673,12,0
24-04-2022 08:00,57.6876113,42.97454398,51.30141014,140.318846,197.3047812,104.758007,12,0
24-04-2022 09:00,53.97022258,52.55283511,50.35767429,114.2203322,116.2986525,143.3665665,8,0
24-04-2022 10:00,51.33434947,58.06730178,40.94282897,175.9825479,198.0447817,105.2598398,8,0
24-04-2022 11:00,58.86545246,51.32890375,58.57979011,183.3273064,158.9109425,126.9026686,10,1
24-04-2022 12:00,42.13226564,55.51432653,46.98629698,148.4798283,152.5931763,141.3583907,8,0
24-04-2022 13:00,44.73782418,53.2751826,50.54160853,197.2502312,173.6509347,121.778387,12,0
24-04-2022 14:00,42.23481261,44.78314182,53.30311753,116.8079923,159.1077241,100.7893442,12,1
24-04-2022 15:00,47.23426799,51.56641492,50.46438819,146.5818957,165.7560726,124.3956284,8,0
24-04-2022 16:00,46.12520638,44.10093459,40.18098404,123.9548326,145.5781282,153.5056298,8,0
24-04-2022 17:00,55.07929448,53.02213235,48.29066697,161.3018287,127.2234894,117.8513074,10,0
24-04-2022 18:00,44.32004197,59.14565727,50.95040685,168.4323614,165.4333143,102.5455841,12,0
24-04-2022 19:00,46.64798294,44.90987798,42.84455456,138.5225475,116.9189272,191.856408,10,0
24-04-2022 20:00,41.0509779,50.04294031,46.70301797,151.2679988,159.2755352,196.4744072,10,0
24-04-2022 21:00,43.23507453,56.86576865,41.86140091,194.1054421,199.0091135,133.0837704,12,0
24-04-2022 22:00,56.4036741,52.97046968,53.48441686,147.9477779,198.1058463,186.6270953,12,0
24-04-2022 23:00,58.94773727,53.34266876,46.73715683,174.322985,173.402989,161.7927362,12,0
25-04-2022 00:00,48.24641576,45.01294004,54.47876857,157.2223184,139.2734937,177.3504494,8,0
25-04-2022 01:00,46.27367902,45.29481504,54.49871122,192.9263247,196.1129082,172.664731,8,0
25-04-2022 02:00,56.64664857,53.5204601,46.72937124,150.4779757,161.6058169,175.1043506,12,0
25-04-2022 03:00,49.51190182,56.09036037,47.66667788,111.0858582,131.1382135,117.2636182,12,0
25-04-2022 04:00,54.22529275,48.1351537,58.8391406,145.819694,143.0016018,179.3340081,10,0
25-04-2022 05:00,49.09983982,50.26320921,54.11966509,132.0898189,193.0140206,122.590754,8,0
25-04-2022 06:00,47.42862014,53.8927025,53.45355364,176.2736671,197.0871124,147.5384261,8,0
25-04-2022 07:00,45.19055066,48.06667223,45.04260194,188.1509911,141.4054808,192.2150991,8,0
25-04-2022 08:00,54.94403876,45.86047032,49.07899039,148.1291838,142.3269923,173.7060296,12,0
25-04-2022 09:00,47.59923731,59.81473267,45.08905393,120.0312344,105.9197591,100.4861105,12,0
25-04-2022 10:00,51.90913374,52.62225539,44.48407724,108.4243234,155.3860697,183.2538152,12,0
25-04-2022 11:00,54.19824009,54.14463016,50.18232699,163.0546181,194.941649,126.7349233,12,0
25-04-2022 12:00,45.08600997,41.5912028,52.34451413,155.5335328,175.263348,199.6766828,12,0
25-04-2022 13:00,57.52284244,41.12009207,51.5622939,136.1848302,113.1943828,115.2163146,8,0
25-04-2022 14:00,47.02333575,56.54861971,55.15772744,173.0937031,187.7530694,102.4114666,12,0
25-04-2022 15:00,44.87669915,52.77122091,59.73461769,169.7168949,115.9610289,139.5086901,10,0
25-04-2022 16:00,49.72187755,53.27429116,53.20894234,105.6913119,182.8370842,114.4935904,12,0
25-04-2022 17:00,57.96863093,52.79511705,47.10232408,136.0937245,180.9914884,134.9736646,10,0
25-04-2022 18:00,48.62646486,40.83853206,46.22123101,107.5372917,163.5224167,169.9523578,12,0
25-04-2022 19:00,54.08363005,42.70746555,42.21238857,182.1657568,164.2875812,137.7131651,12,0
25-04-2022 20:00,51.61360765,55.88175751,55.51741269,135.4928985,149.4793566,146.9886737,8,0
25-04-2022 21:00,45.34291708,59.95425814,44.17668372,110.7260919,163.513645,113.4829971,10,0
25-04-2022 22:00,42.64008194,53.18488153,59.35109342,186.7337818,125.1619073,166.4034195,12,0
25-04-2022 23:00,53.00851006,46.11563312,54.15637956,117.7231037,118.6288779,137.9672717,12,0
26-04-2022 00:00,57.21067379,40.10960462,48.58414045,136.2619766,171.5125972,104.6625516,12,0
26-04-2022 01:00,58.41785238,51.91308209,54.09686184,149.2782517,123.021646,197.4512761,8,0
26-04-2022 02:00,43.03819838,51.40054731,47.48323027,166.5215537,183.4969298,196.0589896,8,0
26-04-2022 03:00,58.03429502,41.55570579,59.40709866,197.8652952,105.210019,158.0483736,10,0
26-04-2022 04:00,56.04086109,40.13420209,46.9613868,174.4577618,186.3493945,189.2787081,8,0
26-04-2022 05:00,52.87528762,42.92043706,59.2575679,171.3162633,185.5004749,125.1045482,12,0
26-04-2022 06:00,58.23095346,42.53929455,42.45541638,160.6554262,141.0095838,167.3069182,10,0
26-04-2022 07:00,57.24198901,45.67998396,50.21909732,169.4646813,149.9857501,113.5075325,8,0
26-04-2022 08:00,43.3139808,53.49598029,57.70684454,133.7764305,188.4288662,164.4619373,8,0
26-04-2022 09:00,53.5065743,45.0346502,45.25882397,113.5624126,107.4044437,180.8319223,10,0
26-04-2022 10:00,58.90288155,54.22734524,50.00587819,160.3926835,102.3526279,161.8347057,12,1
26-04-2022 11:00,41.43962518,46.89975176,47.91549603,155.1073158,135.831392,168.3977305,8,0
26-04-2022 12:00,49.66590383,55.73788715,42.42483287,142.6469397,170.0825464,159.754429,8,0
26-04-2022 13:00,56.71048474,43.58861031,52.64101912,116.1021917,102.0358813,153.0793987,12,1
26-04-2022 14:00,56.0060879,55.37691347,43.63707932,150.4397384,117.364078,139.2322167,8,0
26-04-2022 15:00,54.14761848,52.98009465,42.82311596,110.4496785,122.4697782,187.5413544,8,0
26-04-2022 16:00,49.09824621,48.62523277,51.7722793,191.9031008,159.0257379,113.9703467,12,0
26-04-2022 17:00,48.96542889,41.48316189,43.0213314,189.9352083,144.8608793,128.4040551,12,0
26-04-2022 18:00,54.52994354,42.95240376,45.73549274,100.8592337,167.0889957,199.5281266,12,0
26-04-2022 19:00,57.45545415,41.48058943,48.58030525,173.0595089,123.670568,196.1669702,10,1
26-04-2022 20:00,46.23156265,46.54297619,53.26003095,180.6355223,137.2742209,189.9484526,10,0
26-04-2022 21:00,45.41451379,50.27574574,54.77602777,197.0324101,116.6760841,110.4727903,12,0
26-04-2022 22:00,53.54215826,47.47514589,48.74164489,130.8040419,164.9822763,180.5926621,12,0
26-04-2022 23:00,56.40179592,49.57426384,52.39716646,198.309424,123.6510986,154.8033589,10,0
27-04-2022 00:00,45.9561377,46.11813429,58.1395784,139.3631697,172.7852716,115.0911608,10,0
27-04-2022 01:00,55.65383105,46.0666224,54.43570284,106.6801667,160.5631255,119.2100231,10,0
27-04-2022 02:00,52.55799793,48.28536384,47.21559683,113.9762536,135.0597617,113.5428894,12,0
27-04-2022 03:00,43.19310765,44.80810814,44.29744736,116.0556634,185.479604,130.4772828,10,0
27-04-2022 04:00,54.01532003,52.02590811,42.59083568,135.8923534,100.8801737,115.4004931,12,0
27-04-2022 05:00,49.58000734,58.03698315,53.17333727,190.5896933,196.4531388,111.4360159,10,0
27-04-2022 06:00,44.79708835,48.39392053,48.75342534,129.6789053,136.6520036,101.6530745,12,0
27-04-2022 07:00,57.36636011,49.8382048,49.34394824,155.5406696,144.2023486,126.7877784,12,0
27-04-2022 08:00,56.93233595,55.8326787,40.36009946,185.869113,100.2681993,187.6195165,10,0
27-04-2022 09:00,53.55547497,50.02761721,57.93508297,196.1161449,176.4941421,110.260563,12,0
27-04-2022 10:00,47.50111511,43.47549105,54.87717142,147.6870198,180.3010964,190.1000488,8,1
27-04-2022 11:00,52.40549256,50.04263485,56.48232854,193.5373591,100.8818089,184.6852865,12,0
27-04-2022 12:00,47.69589646,40.14113757,51.00760925,166.7733979,104.8688425,173.7638434,8,0
27-04-2022 13:00,41.12115513,41.86034741,45.37764894,131.1388433,100.5179632,192.9208758,8,1
27-04-2022 14:00,56.13252859,50.60873686,40.99859384,197.2332864,133.7072152,175.3083918,8,0
27-04-2022 15:00,58.08043195,57.94511669,42.91166287,123.231304,181.7683818,104.3061733,12,0
27-04-2022 16:00,59.41788575,59.57635838,49.75011512,140.1161206,141.204748,100.1204386,8,0
27-04-2022 17:00,47.72003731,55.41417216,46.15953901,157.4331396,144.2374062,138.1006446,10,0
27-04-2022 18:00,50.0729822,43.62221964,46.18990902,156.4584607,119.8162491,185.9970688,12,0
27-04-2022 19:00,53.88136931,47.41973896,58.93432358,124.6829366,184.0703463,133.500215,10,0
27-04-2022 20:00,50.36390286,53.34103896,58.95084158,195.2973857,125.3424548,180.4858384,8,0
27-04-2022 21:00,43.72023353,50.26648348,48.3125414,195.9299248,150.9814367,164.7489089,10,0
27-04-2022 22:00,59.44641443,49.34176708,46.15721143,173.6563351,116.6296564,180.8139242,12,0
27-04-2022 23:00,49.67673974,44.72502928,55.7822518,107.6178655,174.436631,134.4163828,12,1
28-04-2022 00:00,41.59025306,59.12606006,53.77766268,163.1374518,103.0807666,146.0170927,10,0
28-04-2022 01:00,43.50282893,40.43338877,54.49925908,118.4364902,160.596513,158.0179136,12,0
28-04-2022 02:00,41.0642997,51.37808058,53.72905715,102.9272758,140.3806426,100.6781253,8,0
28-04-2022 03:00,53.79403849,51.42309216,58.01960268,174.2399304,140.3841455,178.1239565,10,0
28-04-2022 04:00,53.74677577,40.19470488,44.68184452,146.5217551,148.6119246,105.8512911,10,0
28-04-2022 05:00,48.97548735,55.05602909,42.94208583,135.7817619,140.798779,127.6929897,12,0
28-04-2022 06:00,53.08294429,48.37146547,58.40363568,169.522553,169.4403083,102.9493729,8,0
28-04-2022 07:00,47.24189811,57.68073236,46.03714369,139.6982848,154.3799079,113.669989,10,0
28-04-2022 08:00,40.0009526,49.71157152,53.12934641,183.0315238,153.8980347,198.4635635,8,0
28-04-2022 09:00,41.38131174,46.61258862,43.31532685,198.9883539,161.2773613,192.4240384,10,0
28-04-2022 10:00,45.96302557,47.15881228,51.79933931,126.7951386,148.2040234,115.0120181,10,1
28-04-2022 11:00,50.95775058,46.15503473,48.0194103,189.199524,158.1727503,174.8999999,12,0
28-04-2022 12:00,48.74766346,52.2437681,45.10744103,100.8616945,173.1423312,163.8035935,8,0
28-04-2022 13:00,43.54743361,46.46379787,41.12176401,184.5190574,174.4484878,102.8361892,12,0
28-04-2022 14:00,47.74808085,58.1663565,48.51306125,102.7054198,112.3494521,114.7358967,10,0
28-04-2022 15:00,48.44792491,41.28476886,45.44016187,116.1646707,124.4548767,159.0224055,8,0
28-04-2022 16:00,40.54406462,47.09457919,47.75641777,164.0767859,180.6682808,116.9834795,10,0
28-04-2022 17:00,50.75573399,58.14578153,41.41017356,155.9828673,179.2991704,120.8634541,8,0
28-04-2022 18:00,47.1883358,46.12292171,57.38218886,150.4654191,107.0161891,150.2336794,12,0
28-04-2022 19:00,56.1436455,44.41223263,42.46175476,113.1741444,111.8196804,194.4413201,10,0
28-04-2022 20:00,45.37697279,59.36514,59.42341393,148.6764203,145.7993774,191.2656344,8,0
28-04-2022 21:00,42.55734104,42.75716004,50.86661962,164.182617,195.2831929,164.5881834,10,0
28-04-2022 22:00,40.00542631,44.73201888,56.19725471,179.6530419,120.3821148,112.3753572,8,0
28-04-2022 23:00,48.60824835,42.32290949,42.58412676,137.7782871,147.2457518,150.1943004,8,0
29-04-2022 00:00,58.90523252,55.8950254,58.20841388,150.2616792,114.334725,198.8740563,10,0
29-04-2022 01:00,58.38567529,55.79843446,54.50725063,177.0422885,115.2444086,171.5472395,10,0
29-04-2022 02:00,48.17924964,56.15165452,47.30365981,161.503919,143.1340334,125.924732,10,0
29-04-2022 03:00,42.22458853,51.87568967,48.98119503,103.7296954,128.1902635,100.3586892,10,0
29-04-2022 04:00,58.11943939,54.46277549,47.18489252,100.9369315,158.039533,159.2499145,8,0
29-04-2022 05:00,48.49687967,56.22456676,48.32404988,160.0798948,109.926994,131.0389102,10,0
29-04-2022 06:00,41.16082557,58.27932736,51.66117387,175.9934641,129.7797668,128.3843547,12,0
29-04-2022 07:00,44.4236847,48.07537629,48.07483871,140.4684179,160.2055446,141.1890897,8,0
29-04-2022 08:00,49.66524374,46.89500092,56.18296051,124.3925434,139.3171012,197.099399,10,0
29-04-2022 09:00,54.42375823,49.60344668,58.7987805,185.126588,158.1338542,172.796473,10,0
29-04-2022 10:00,49.73747329,45.00929977,52.02194818,141.6863815,110.9636747,129.4238171,12,0
29-04-2022 11:00,43.960543,41.73266307,54.3935039,119.6167665,150.9137801,190.2718864,10,0
29-04-2022 12:00,40.64144479,42.52036857,55.27108401,103.866182,127.8226111,191.6443489,10,0
29-04-2022 13:00,57.17948535,43.94506259,53.72715812,196.4247479,175.8031653,146.4866383,12,0
29-04-2022 14:00,41.95262737,53.61019795,55.49203418,185.5344315,118.7829564,183.7068698,12,0
29-04-2022 15:00,53.05211543,41.27611011,50.04554927,176.7176858,179.5099532,131.4310429,8,1
29-04-2022 16:00,50.67026369,53.03401468,59.79169694,127.9736386,158.48496,123.8838545,8,0
29-04-2022 17:00,53.8365487,50.52715069,43.51274613,129.8124481,124.964758,168.9582187,8,0
29-04-2022 18:00,47.25467093,45.88314164,54.47927583,187.8243405,112.2743109,184.9714426,10,0
29-04-2022 19:00,53.28676161,59.80716014,51.50467056,117.9718748,142.1719907,180.534769,12,0
29-04-2022 20:00,51.86584381,46.17288605,52.80767004,128.2159376,119.0798554,193.9422508,12,0
29-04-2022 21:00,44.69637037,56.52226727,56.90666472,112.0660432,103.8467161,130.6792953,12,0
29-04-2022 22:00,41.65992784,57.57528352,49.41785392,142.3918347,121.3094353,130.0599434,8,0
29-04-2022 23:00,58.91813373,48.0386135,58.03810838,196.3022988,123.0827846,145.9812506,12,0
30-04-2022 00:00,59.96156406,43.56706734,41.26676917,174.5280159,110.8354863,150.632136,12,0
30-04-2022 01:00,59.48944954,43.25835515,54.0844866,144.652977,175.128984,140.511094,8,0
30-04-2022 02:00,48.5285272,58.61343066,56.74415817,161.7247625,143.6880164,173.1575065,12,0
30-04-2022 03:00,41.09270735,47.34270823,53.98513751,178.1305928,186.9852162,198.2047676,12,0
30-04-2022 04:00,54.29479199,51.09199238,46.95688218,159.6774311,130.6032643,132.4851984,10,0
30-04-2022 05:00,44.02429906,43.98106238,54.02781328,110.8482388,115.9003465,102.4282045,10,0
30-04-2022 06:00,52.84281953,56.00709735,43.03670691,142.3288695,166.9652544,118.6367594,12,0
30-04-2022 07:00,47.0278836,40.04892627,55.67535335,194.1397056,177.0875222,124.0333814,10,0
30-04-2022 08:00,45.79018574,52.93641669,59.61309308,146.593608,111.5746641,185.7246806,8,0
30-04-2022 09:00,52.33211294,55.45664997,57.64904119,143.1853876,152.1287244,180.7652986,8,0
30-04-2022 10:00,41.89656831,45.7247606,41.58250739,101.9448097,174.9104626,139.6681144,12,0
30-04-2022 11:00,42.19508175,46.71471725,51.37635739,146.6010898,155.5057899,191.4646818,12,0
30-04-2022 12:00,46.27334681,50.44103706,41.65647428,167.3252161,155.9411973,107.5470322,12,0
30-04-2022 13:00,54.58745532,50.06164679,59.25617454,134.2181911,124.7077959,139.8566295,8,0
30-04-2022 14:00,59.86514305,56.01796139,52.82323416,109.3180416,171.9510014,114.338619,8,0
30-04-2022 15:00,59.15188624,44.30047447,49.55344617,149.3737361,109.9016355,159.7647255,10,0
30-04-2022 16:00,53.7552874,55.14768465,44.28618605,194.9087997,198.3381738,180.2127103,12,0
30-04-2022 17:00,56.67406682,43.32658264,56.60925018,194.5365372,131.2050167,146.5719215,12,0
30-04-2022 18:00,43.33689454,44.59175428,44.80666236,196.2241099,102.5437719,163.1383019,8,0
30-04-2022 19:00,45.0908071,48.15414221,54.17268769,177.4129573,135.9360911,163.2685918,8,0
30-04-2022 20:00,58.90929359,47.57496216,48.19248776,128.6864243,108.2196369,145.1006153,8,0
30-04-2022 21:00,49.49744058,40.59133392,42.20766558,111.5954567,128.3446465,133.7913991,12,0
30-04-2022 22:00,40.34080949,41.24875879,45.50333948,131.8452964,170.6964062,116.0275471,8,0
30-04-2022 23:00,48.51867375,45.95859126,40.16404513,103.2047531,123.7029392,125.127891,8,0
01-05-2022 00:00,49.64678657,52.42072098,50.91308351,151.8881106,113.7479972,157.4274062,12,0
01-05-2022 01:00,54.89178756,50.23800038,43.54023953,150.9113676,165.5050204,139.0123815,10,0
01-05-2022 02:00,41.93291732,56.16815724,41.50015044,116.3542273,140.0080124,103.1481913,12,1
01-05-2022 03:00,57.40642159,56.45992064,53.83470306,159.8850032,124.5345072,146.9240697,8,0
01-05-2022 04:00,44.97630183,52.65973605,43.95700194,145.5390231,145.0957371,143.3514858,12,0
01-05-2022 05:00,45.11216632,57.04388746,53.80678136,185.661775,188.4530664,186.346678,10,0
01-05-2022 06:00,56.12914172,59.05087889,54.09284169,153.2760038,102.7640414,143.0745565,10,0
01-05-2022 07:00,47.04020662,43.4611031,55.33106956,197.3423253,188.0405175,194.6243842,8,0
01-05-2022 08:00,59.53188907,59.35070355,44.63791086,148.5234089,154.9374849,184.0571273,12,0
01-05-2022 09:00,54.71615103,49.10249473,51.44855031,191.8622621,185.4645283,114.9095927,10,0
01-05-2022 10:00,50.22408953,54.54682034,59.37265502,102.7713384,159.3376563,149.2228138,10,0
01-05-2022 11:00,55.15604429,45.134406,58.6333916,172.014476,178.4921608,138.4389955,10,0
01-05-2022 12:00,49.3949135,42.43001191,52.06120571,114.7919661,180.7642131,100.8256665,8,1
01-05-2022 13:00,40.73935873,53.48116381,57.82074117,139.8094332,157.2379539,136.3472741,12,0
01-05-2022 14:00,50.3473356,52.45922777,50.52682643,156.9214921,116.3219748,115.7951048,10,0
01-05-2022 15:00,55.82593597,53.55522093,53.95056489,176.5753127,110.4557362,150.9539557,10,0
01-05-2022 16:00,45.97012645,47.06463099,42.78350233,125.027507,110.4310362,171.9304214,12,0
01-05-2022 17:00,43.88903156,49.87280126,45.8317375,119.3504774,186.211843,164.1704994,8,0
01-05-2022 18:00,42.43051416,47.01328313,44.03272751,143.4011857,120.0427363,122.8054345,12,0
01-05-2022 19:00,51.31897932,52.07430689,54.89474019,108.1357076,114.6139724,194.3814195,12,0
01-05-2022 20:00,55.25339169,45.38644842,48.84417224,168.6141515,126.0789525,172.1893417,10,0
01-05-2022 21:00,41.43273829,45.30427968,48.93361535,113.528272,121.7699917,199.656824,8,0
01-05-2022 22:00,56.40551737,55.12280071,47.89928624,169.6723705,115.3577566,159.2220588,10,0
01-05-2022 23:00,42.27204733,55.86938744,43.22126522,125.3840753,171.2347268,103.4365063,12,1
02-05-2022 00:00,52.95382139,50.22202235,56.58190724,178.2432778,143.2146557,102.2934217,12,0
02-05-2022 01:00,44.47377286,52.48756896,50.69258898,153.6507534,120.4502893,100.1789318,12,0
02-05-2022 02:00,44.17674435,56.42369297,40.34915951,134.9313831,166.703412,106.0118923,12,0
02-05-2022 03:00,41.79313389,57.9725345,55.31402546,125.2516417,134.0790876,154.663508,10,0
02-05-2022 04:00,43.11558331,45.68104711,40.07707924,183.0237079,186.8701817,104.4836251,10,0
